time_s	DispT_m	AccT_m_per_s2
2.262999999999999901e+01	6.190412664790038728e-04	9.007589196797989584e-02
2.263500000000000156e+01	5.502196264064001781e-04	1.063536098604878910e-01
2.264000000000000057e+01	4.843644363369261577e-04	1.227104418132267949e-01
2.264499999999999957e+01	4.214756962705815948e-04	1.387508175250421194e-01
2.265000000000000213e+01	3.615534062073664351e-04	1.540791666947792793e-01
2.265500000000000114e+01	3.057841461485324834e-04	1.682208049610529610e-01
2.266000000000000014e+01	2.541679160940798479e-04	1.807010479624776844e-01
2.266499999999999915e+01	2.072980060446343227e-04	1.909858757924948747e-01
2.267000000000000171e+01	1.651744160001959890e-04	1.985214900294882956e-01
2.267500000000000071e+01	1.277971459607647113e-04	2.028529848271301284e-01
2.267999999999999972e+01	9.575948592696652750e-05	2.037825750348432330e-01
2.268499999999999872e+01	6.846814589817546749e-05	2.013102606526275540e-01
2.269000000000000128e+01	4.592312587439155837e-05	1.957722764364644708e-01
2.269500000000000028e+01	2.871771585624066859e-05	1.876235282326815801e-01
2.269999999999999929e+01	1.625862584309692630e-05	1.774771500080684627e-01
2.270500000000000185e+01	7.952565834334427496e-06	1.658869401842413549e-01
2.271000000000000085e+01	4.392825830579071953e-06	1.533869186677589147e-01
2.271499999999999986e+01	3.799535829953179363e-06	1.403330987296601551e-01
2.271999999999999886e+01	7.359275833708534482e-06	1.269826010656954773e-01
2.272500000000000142e+01	1.388546584059335425e-05	1.135332108264422157e-01
2.273000000000000043e+01	2.337810585060763231e-05	1.001035991022466570e-01
2.273499999999999943e+01	3.524390586312548581e-05	8.691132955874383836e-02
2.274000000000000199e+01	4.948286587814691137e-05	7.415418734651094135e-02
2.274500000000000099e+01	6.490840589442010771e-05	6.195084355589437070e-02
2.275000000000000000e+01	8.270710591319689305e-05	5.022218412666320381e-02
2.275499999999999901e+01	1.010990959325995672e-04	3.880998093835565099e-02
2.276000000000000156e+01	1.212709559538799076e-04	2.743733478016355254e-02
2.276500000000000057e+01	1.414428159751602481e-04	1.596579604668281818e-02
2.276999999999999957e+01	1.622079659970665044e-04	4.415143252971183777e-03
2.277500000000000213e+01	1.829731160189727336e-04	-6.977281420278646194e-03
